target,window,train_size,selected,feature,mean_abs_shap
WTI Oil,tscv_22,636,True,Ratio_Gold_Oil,0.5469014835814223
WTI Oil,tscv_22,636,True,Com_Coal,0.32594963759121776
WTI Oil,tscv_22,636,True,Com_Gasoline_ma12r,0.2734415179652995
WTI Oil,tscv_22,636,True,Idx_SnPVIX,0.2438239756438083
WTI Oil,tscv_22,636,True,Com_Gasoline,0.20725446424673585
WTI Oil,tscv_22,636,True,Com_Soybeans,0.19410766936979454
WTI Oil,tscv_22,636,True,Com_PalmOil,0.19277036065563735
WTI Oil,tscv_22,636,True,Com_LME_Cu_Cash,0.16613415815281268
WTI Oil,tscv_22,636,False,n_features=10,6.779373033362067
WTI Oil,tscv_22,636,False,n_features=15,6.854362580350873
WTI Oil,tscv_22,636,False,n_features=20,6.990181520225569
WTI Oil,tscv_22,636,False,n_features=25,9.442389008284472
WTI Oil,tscv_22,636,False,n_features=30,9.662290579998878
WTI Oil,tscv_22,636,False,n_features=40,9.772830384009431
WTI Oil,tscv_22,636,False,n_features=55,9.839367512434782
WTI Oil,tscv_23,640,True,Spread_Crack,15.454764895519062
WTI Oil,tscv_23,640,True,EX_USD_KRW,0.7620241593847205
WTI Oil,tscv_23,640,True,Ratio_Gold_Oil,0.5127024347406081
WTI Oil,tscv_23,640,True,Com_Coal,0.37135757309541984
WTI Oil,tscv_23,640,True,Idx_SnPVIX,0.23676273758754615
WTI Oil,tscv_23,640,True,Com_Gasoline_ma12r,0.22134267687209386
WTI Oil,tscv_23,640,True,Com_Soybeans,0.18052430370820585
WTI Oil,tscv_23,640,True,Com_LME_Cu_Cash,0.17834889973767873
WTI Oil,tscv_23,640,True,Com_PalmOil,0.17403206203140215
WTI Oil,tscv_23,640,True,Com_Gasoline,0.17088895115616878
WTI Oil,tscv_23,640,False,n_features=10,6.450037999290498
WTI Oil,tscv_23,640,False,n_features=15,6.553296072894466
WTI Oil,tscv_23,640,False,n_features=20,6.817257649140339
WTI Oil,tscv_23,640,False,n_features=25,7.316437048461779
WTI Oil,tscv_23,640,False,n_features=30,8.441963468028678
WTI Oil,tscv_23,640,False,n_features=40,9.226289191497962
WTI Oil,tscv_23,640,False,n_features=55,9.323130311108054
WTI Oil,tscv_24,644,True,Spread_Crack,15.36176633649089
WTI Oil,tscv_24,644,True,EX_USD_KRW,0.7376625958622743
WTI Oil,tscv_24,644,True,Ratio_Gold_Oil,0.5642892965301135
WTI Oil,tscv_24,644,True,Com_Coal,0.36919646246397264
WTI Oil,tscv_24,644,True,Com_Gasoline_ma12r,0.27986240457158224
WTI Oil,tscv_24,644,True,Com_Gasoline,0.2595999610787777
WTI Oil,tscv_24,644,True,Idx_SnPVIX,0.20625620248540247
WTI Oil,tscv_24,644,True,Com_Soybeans,0.1692639950113113
WTI Oil,tscv_24,644,True,Com_NaturalGas,0.1683724335009225
WTI Oil,tscv_24,644,True,Com_PalmOil,0.16510662796344616
WTI Oil,tscv_24,644,True,Bonds_US_3M_ret,0.15605151115818858
WTI Oil,tscv_24,644,True,Spread_10Y_2Y,0.15270816596737938
WTI Oil,tscv_24,644,True,Com_LME_Cu_Cash,0.1523986206388659
WTI Oil,tscv_24,644,True,Bonds_US_10Y,0.1405119286567298
WTI Oil,tscv_24,644,True,Idx_SnP500_ret,0.13795180264483517
WTI Oil,tscv_24,644,False,n_features=10,6.3649895253932325
WTI Oil,tscv_24,644,False,n_features=15,6.31073372367991
WTI Oil,tscv_24,644,False,n_features=20,6.49767526004887
WTI Oil,tscv_24,644,False,n_features=25,7.2935429683375546
WTI Oil,tscv_24,644,False,n_features=30,7.408498768919388
WTI Oil,tscv_24,644,False,n_features=40,8.460338636276338
WTI Oil,tscv_24,644,False,n_features=55,9.02876878115604
WTI Oil,holdout,656,True,Spread_Crack,15.112368406072015
WTI Oil,holdout,656,True,EX_USD_KRW,0.7503265639763601
WTI Oil,holdout,656,True,Ratio_Gold_Oil,0.5822013931698912
WTI Oil,holdout,656,True,Com_Coal,0.35937433734342455
WTI Oil,holdout,656,True,Com_Gasoline,0.282655705357186
WTI Oil,holdout,656,True,Com_Gasoline_ma12r,0.27260841983677764
WTI Oil,holdout,656,True,Idx_SnPVIX,0.23746885910688653
WTI Oil,holdout,656,True,Com_Soybeans,0.1981356259475175
WTI Oil,holdout,656,True,Com_NaturalGas,0.16259733454519812
WTI Oil,holdout,656,True,Com_PalmOil,0.15458505602987824
WTI Oil,holdout,656,False,n_features=10,6.340205961368405
WTI Oil,holdout,656,False,n_features=15,6.435128849720394
WTI Oil,holdout,656,False,n_features=20,6.472058197877308
WTI Oil,holdout,656,False,n_features=25,7.265402383177049
WTI Oil,holdout,656,False,n_features=30,8.411532840739884
WTI Oil,holdout,656,False,n_features=40,8.849578670367448
WTI Oil,holdout,656,False,n_features=55,8.992506032402225
Brent Oil,tscv_01,552,True,Spread_Crack,16.83741865108542
Brent Oil,tscv_01,552,True,Ratio_Gold_Oil,0.8687981523597759
Brent Oil,tscv_01,552,True,Com_Gasoline,0.4582250213207593
Brent Oil,tscv_01,552,True,EX_USD_KRW,0.3791664785089335
Brent Oil,tscv_01,552,True,Com_Gasoline_ma12r,0.3188405689545406
Brent Oil,tscv_01,552,True,Com_Coal,0.28908621409111274
Brent Oil,tscv_01,552,True,Idx_DxyUSD,0.24479203160604232
Brent Oil,tscv_01,552,True,Idx_SnPVIX,0.2130749474731586
Brent Oil,tscv_01,552,True,Com_PalmOil,0.20142164815864758
Brent Oil,tscv_01,552,True,Idx_DxyUSD_ma12r,0.17767936873156462
Brent Oil,tscv_01,552,True,Idx_SnP500,0.17343212075847614
Brent Oil,tscv_01,552,True,Bonds_US_3M_ret,0.17252689851093495
Brent Oil,tscv_01,552,True,Bonds_US_10Y,0.1610914192516915
Brent Oil,tscv_01,552,True,Spread_10Y_2Y,0.1591739926501445
Brent Oil,tscv_01,552,True,Com_NaturalGas,0.14786835886756983
Brent Oil,tscv_01,552,True,Idx_SnPVIX_ret,0.14756709847553928
Brent Oil,tscv_01,552,True,Idx_CSI300,0.13554385360897342
Brent Oil,tscv_01,552,True,Com_Gasoline_ret,0.1337367497137977
Brent Oil,tscv_01,552,True,EX_USD_JPY,0.1305190608916802
Brent Oil,tscv_01,552,True,Bonds_US_2Y,0.12805463402416264
Brent Oil,tscv_01,552,False,n_features=10,12.331884080224345
Brent Oil,tscv_01,552,False,n_features=15,11.84552779070717
Brent Oil,tscv_01,552,False,n_features=20,11.598128022917336
Brent Oil,tscv_01,552,False,n_features=25,11.90181687330069
Brent Oil,tscv_01,552,False,n_features=30,12.217245588235619
Brent Oil,tscv_01,552,False,n_features=40,12.1737031749899
Brent Oil,tscv_01,552,False,n_features=55,12.67533436343638
Brent Oil,tscv_02,556,True,Spread_Crack,16.821107973031797
Brent Oil,tscv_02,556,True,Ratio_Gold_Oil,0.9052615353611029
Brent Oil,tscv_02,556,True,Com_Gasoline,0.4823571975148958
Brent Oil,tscv_02,556,True,EX_USD_KRW,0.3601515059271993
Brent Oil,tscv_02,556,True,Com_Gasoline_ma12r,0.28091478984288365
Brent Oil,tscv_02,556,True,Com_Coal,0.26713156968393426
Brent Oil,tscv_02,556,True,Idx_SnPVIX,0.23195557891410468
Brent Oil,tscv_02,556,True,Com_PalmOil,0.20818952910567448
Brent Oil,tscv_02,556,True,Bonds_US_3M_ret,0.19823698106076854
Brent Oil,tscv_02,556,True,Spread_10Y_2Y,0.18207261875313643
Brent Oil,tscv_02,556,False,n_features=10,9.299264204238282
Brent Oil,tscv_02,556,False,n_features=15,10.203034159984263
Brent Oil,tscv_02,556,False,n_features=20,10.10005007531182
Brent Oil,tscv_02,556,False,n_features=25,9.97696235022794
Brent Oil,tscv_02,556,False,n_features=30,11.221200571834302
Brent Oil,tscv_02,556,False,n_features=40,10.77888744300206
Brent Oil,tscv_02,556,False,n_features=55,10.961572491587104
Brent Oil,tscv_03,560,True,Spread_Crack,16.915724889518817
Brent Oil,tscv_03,560,True,Ratio_Gold_Oil,0.7235347747575253
Brent Oil,tscv_03,560,True,EX_USD_KRW,0.6368643183402484
Brent Oil,tscv_03,560,True,Com_Gasoline,0.580265354161986
Brent Oil,tscv_03,560,True,Com_Gasoline_ma12r,0.35968836673622295
Brent Oil,tscv_03,560,True,Com_Coal,0.25876345891440883
Brent Oil,tscv_03,560,True,Idx_DxyUSD,0.22505154536569077
Brent Oil,tscv_03,560,True,Spread_10Y_2Y,0.2196306653128076
Brent Oil,tscv_03,560,True,Idx_SnPVIX,0.20501895978451642
Brent Oil,tscv_03,560,True,Com_PalmOil,0.203819530202915
Brent Oil,tscv_03,560,True,Idx_SnP500_ret,0.1829925024039506
Brent Oil,tscv_03,560,True,Idx_SnP500,0.1644994753554238
Brent Oil,tscv_03,560,True,Bonds_US_3M_ret,0.15806299359876286
Brent Oil,tscv_03,560,True,Bonds_US_10Y,0.15202949009111014
Brent Oil,tscv_03,560,True,Com_NaturalGas,0.12868784099507846
Brent Oil,tscv_03,560,False,n_features=10,9.661559414174937
Brent Oil,tscv_03,560,False,n_features=15,9.024764176416344
Brent Oil,tscv_03,560,False,n_features=20,9.214191769228233
Brent Oil,tscv_03,560,False,n_features=25,9.15250771649606
Brent Oil,tscv_03,560,False,n_features=30,9.848499611715269
Brent Oil,tscv_03,560,False,n_features=40,9.991762835411278
Brent Oil,tscv_03,560,False,n_features=55,10.209176108912654
Brent Oil,tscv_04,564,True,Spread_Crack,16.833085591632106
Brent Oil,tscv_04,564,True,EX_USD_KRW,0.7382800859463681
Brent Oil,tscv_04,564,True,Ratio_Gold_Oil,0.616308737773322
Brent Oil,tscv_04,564,True,Com_Gasoline,0.5474245427456839
Brent Oil,tscv_04,564,True,Com_Coal,0.35500534834224495
Brent Oil,tscv_04,564,True,Com_Gasoline_ma12r,0.3488745835024789
Brent Oil,tscv_04,564,True,Idx_DxyUSD,0.28221532577718866
Brent Oil,tscv_04,564,True,Idx_SnPVIX,0.23082805623339403
Brent Oil,tscv_04,564,True,Com_PalmOil,0.219124404369722
Brent Oil,tscv_04,564,True,Bonds_US_3M_ret,0.21335820541397812
Brent Oil,tscv_04,564,True,Com_NaturalGas,0.18358103008536739
Brent Oil,tscv_04,564,True,Bonds_US_10Y,0.16893779339272869
Brent Oil,tscv_04,564,True,Idx_SnP500_ret,0.14895595490646002
Brent Oil,tscv_04,564,True,Idx_CSI300,0.14316323181337307
Brent Oil,tscv_04,564,True,EX_USD_JPY,0.14203503562984288
Brent Oil,tscv_04,564,False,n_features=10,9.802660494353788
Brent Oil,tscv_04,564,False,n_features=15,9.41323068142959
Brent Oil,tscv_04,564,False,n_features=20,9.816994574167095
Brent Oil,tscv_04,564,False,n_features=25,10.052023167266153
Brent Oil,tscv_04,564,False,n_features=30,10.807945669438164
Brent Oil,tscv_04,564,False,n_features=40,10.830769776283168
Brent Oil,tscv_04,564,False,n_features=55,11.324604144357966
Brent Oil,tscv_05,568,True,Spread_Crack,16.9411072772598
Brent Oil,tscv_05,568,True,EX_USD_KRW,0.7564597199621742
Brent Oil,tscv_05,568,True,Ratio_Gold_Oil,0.6255612103255929
Brent Oil,tscv_05,568,True,Com_Gasoline,0.49773643202494533
Brent Oil,tscv_05,568,True,Com_Gasoline_ma12r,0.35666435558174436
Brent Oil,tscv_05,568,True,Com_Coal,0.28138373503553854
Brent Oil,tscv_05,568,True,Idx_SnPVIX,0.2071634556995545
Brent Oil,tscv_05,568,True,Com_PalmOil,0.19863986704335
Brent Oil,tscv_05,568,True,Bonds_US_3M_ret,0.1975043595985196
Brent Oil,tscv_05,568,True,Bonds_US_10Y,0.18287376100298974
Brent Oil,tscv_05,568,True,Idx_SnP500_ret,0.15672029275527863
Brent Oil,tscv_05,568,True,Bonds_US_2Y,0.15074580222204423
Brent Oil,tscv_05,568,True,EX_USD_CNY,0.14802058550686364
Brent Oil,tscv_05,568,True,EX_USD_JPY,0.14268966506830333
Brent Oil,tscv_05,568,True,Idx_SnP500,0.14026441421099467
Brent Oil,tscv_05,568,True,Com_Gasoline_ret,0.13770748205626362
Brent Oil,tscv_05,568,True,Spread_10Y_2Y,0.12331065203394466
Brent Oil,tscv_05,568,True,Com_NaturalGas,0.11748794014837667
Brent Oil,tscv_05,568,True,Idx_DxyUSD_ma12r,0.11533574053430572
Brent Oil,tscv_05,568,True,Idx_CSI300,0.1153338366150134
Brent Oil,tscv_05,568,False,n_features=10,8.665532658462709
Brent Oil,tscv_05,568,False,n_features=15,8.469874631318415
Brent Oil,tscv_05,568,False,n_features=20,8.399108760155048
Brent Oil,tscv_05,568,False,n_features=25,8.574987654785943
Brent Oil,tscv_05,568,False,n_features=30,9.964731477980877
Brent Oil,tscv_05,568,False,n_features=40,10.063689250850711
Brent Oil,tscv_05,568,False,n_features=55,10.291001707730059
Brent Oil,tscv_06,572,True,Spread_Crack,16.87225192595316
Brent Oil,tscv_06,572,True,EX_USD_KRW,0.7795552309550298
Brent Oil,tscv_06,572,True,Ratio_Gold_Oil,0.6514026777249563
Brent Oil,tscv_06,572,True,Com_Gasoline,0.5139769323087453
Brent Oil,tscv_06,572,True,Com_Gasoline_ma12r,0.3566038529699732
Brent Oil,tscv_06,572,True,Com_Coal,0.2881332042637005
Brent Oil,tscv_06,572,True,Idx_SnPVIX,0.21365422184567232
Brent Oil,tscv_06,572,True,Bonds_US_3M_ret,0.19815192363339884
Brent Oil,tscv_06,572,True,Idx_SnP500_ret,0.18150196856501688
Brent Oil,tscv_06,572,True,Com_PalmOil,0.17902883667393724
Brent Oil,tscv_06,572,True,EX_USD_CNY,0.15762689070442937
Brent Oil,tscv_06,572,True,Spread_10Y_2Y,0.14872573144007945
Brent Oil,tscv_06,572,True,Com_Soybeans,0.13980590980540192
Brent Oil,tscv_06,572,True,Idx_SnP500,0.1354198335059944
Brent Oil,tscv_06,572,True,Idx_CSI300,0.1318854628317208
Brent Oil,tscv_06,572,False,n_features=10,9.1899995609743
Brent Oil,tscv_06,572,False,n_features=15,8.97195969638219
Brent Oil,tscv_06,572,False,n_features=20,9.488094013110993
Brent Oil,tscv_06,572,False,n_features=25,11.31169962678739
Brent Oil,tscv_06,572,False,n_features=30,11.003046232222701
Brent Oil,tscv_06,572,False,n_features=40,11.494320860244226
Brent Oil,tscv_06,572,False,n_features=55,11.637557589716234
Brent Oil,tscv_07,576,True,Spread_Crack,16.926494448579085
Brent Oil,tscv_07,576,True,EX_USD_KRW,0.753291444050451
Brent Oil,tscv_07,576,True,Ratio_Gold_Oil,0.5402189043510687
Brent Oil,tscv_07,576,True,Com_Gasoline,0.47305237766195063
Brent Oil,tscv_07,576,True,Com_Gasoline_ma12r,0.3423602931435431
Brent Oil,tscv_07,576,True,Com_Coal,0.2979860884028406
Brent Oil,tscv_07,576,True,Idx_DxyUSD,0.21610308084370183
Brent Oil,tscv_07,576,True,Idx_SnPVIX,0.20484515500845954
Brent Oil,tscv_07,576,True,Com_PalmOil,0.19856035665126612
Brent Oil,tscv_07,576,True,Bonds_US_10Y,0.19558947159353715
Brent Oil,tscv_07,576,True,Bonds_US_3M_ret,0.18344842052506208
Brent Oil,tscv_07,576,True,Com_NaturalGas,0.1749483564948769
Brent Oil,tscv_07,576,True,Spread_10Y_2Y,0.1543599864298899
Brent Oil,tscv_07,576,True,Bonds_US_2Y,0.15393610483552214
Brent Oil,tscv_07,576,True,Idx_SnP500_ret,0.1495768163970196
Brent Oil,tscv_07,576,True,Idx_SnP500,0.14102067368788307
Brent Oil,tscv_07,576,True,Idx_CSI300,0.1250878067775133
Brent Oil,tscv_07,576,True,EX_USD_CNY,0.12468222184529146
Brent Oil,tscv_07,576,True,Com_Soybeans,0.11757481559262908
Brent Oil,tscv_07,576,True,EX_USD_JPY,0.1078603893801921
Brent Oil,tscv_07,576,False,n_features=10,9.965683828412836
Brent Oil,tscv_07,576,False,n_features=15,9.09995332586529
Brent Oil,tscv_07,576,False,n_features=20,8.94144268103681
Brent Oil,tscv_07,576,False,n_features=25,9.061821112735252
Brent Oil,tscv_07,576,False,n_features=30,10.725843240473537
Brent Oil,tscv_07,576,False,n_features=40,11.100067095037371
Brent Oil,tscv_07,576,False,n_features=55,11.129618448426942
Brent Oil,tscv_08,580,True,Spread_Crack,16.95445409787101
Brent Oil,tscv_08,580,True,EX_USD_KRW,0.7501212692503411
Brent Oil,tscv_08,580,True,Ratio_Gold_Oil,0.5664717572751765
Brent Oil,tscv_08,580,True,Com_Gasoline,0.5507419591004558
Brent Oil,tscv_08,580,True,Com_Gasoline_ma12r,0.3404039423149208
Brent Oil,tscv_08,580,True,Idx_SnPVIX,0.22128422086624128
Brent Oil,tscv_08,580,True,Com_Coal,0.2181171372314812
Brent Oil,tscv_08,580,True,Com_PalmOil,0.21491765374786187
Brent Oil,tscv_08,580,True,Bonds_US_3M_ret,0.17940749852164448
Brent Oil,tscv_08,580,True,Spread_10Y_2Y,0.16480708983686987
Brent Oil,tscv_08,580,False,n_features=10,8.456082832181375
Brent Oil,tscv_08,580,False,n_features=15,9.248585928624857
Brent Oil,tscv_08,580,False,n_features=20,9.448171365559292
Brent Oil,tscv_08,580,False,n_features=25,9.402459327372396
Brent Oil,tscv_08,580,False,n_features=30,9.403277354608651
Brent Oil,tscv_08,580,False,n_features=40,10.110029967330638
Brent Oil,tscv_08,580,False,n_features=55,10.418647562306507
Brent Oil,tscv_09,584,True,Spread_Crack,16.978268245511835
Brent Oil,tscv_09,584,True,EX_USD_KRW,0.7656898170057671
Brent Oil,tscv_09,584,True,Ratio_Gold_Oil,0.5820991682987661
Brent Oil,tscv_09,584,True,Com_Gasoline,0.47507475058399073
Brent Oil,tscv_09,584,True,Com_Gasoline_ma12r,0.3836388186213083
Brent Oil,tscv_09,584,True,Com_Coal,0.21391926312729356
Brent Oil,tscv_09,584,True,Com_PalmOil,0.20552854334915724
Brent Oil,tscv_09,584,True,Idx_SnPVIX,0.17532229477121425
Brent Oil,tscv_09,584,True,Idx_SnP500_ret,0.17225542340956135
Brent Oil,tscv_09,584,True,EX_USD_CNY,0.16357566475107696
Brent Oil,tscv_09,584,False,n_features=10,7.9888813528550955
Brent Oil,tscv_09,584,False,n_features=15,9.27916085146501
Brent Oil,tscv_09,584,False,n_features=20,9.328526343464313
Brent Oil,tscv_09,584,False,n_features=25,9.067307592123257
Brent Oil,tscv_09,584,False,n_features=30,9.70652633292696
Brent Oil,tscv_09,584,False,n_features=40,9.810039823570603
Brent Oil,tscv_09,584,False,n_features=55,10.386031246570434
Brent Oil,tscv_10,588,True,Spread_Crack,16.93760576704661
Brent Oil,tscv_10,588,True,EX_USD_KRW,0.7484856230540738
Brent Oil,tscv_10,588,True,Ratio_Gold_Oil,0.4727224969411701
Brent Oil,tscv_10,588,True,Com_Gasoline,0.4488379438669208
Brent Oil,tscv_10,588,True,Com_Gasoline_ma12r,0.3476995160891854
Brent Oil,tscv_10,588,True,Com_Coal,0.2703593349094366
Brent Oil,tscv_10,588,True,Idx_DxyUSD,0.25531571385775
Brent Oil,tscv_10,588,True,Idx_SnPVIX,0.2158410870674852
Brent Oil,tscv_10,588,True,Com_PalmOil,0.21010268881898383
Brent Oil,tscv_10,588,True,Bonds_US_3M_ret,0.2058207158038356
Brent Oil,tscv_10,588,True,Bonds_US_10Y,0.19999189321806696
Brent Oil,tscv_10,588,True,EX_USD_CNY,0.1809303429444968
Brent Oil,tscv_10,588,True,Com_NaturalGas,0.16286324734614857
Brent Oil,tscv_10,588,True,Spread_10Y_2Y,0.15752828110052167
Brent Oil,tscv_10,588,True,Idx_SnP500_ret,0.15201068713557211
Brent Oil,tscv_10,588,False,n_features=10,9.265565632904131
Brent Oil,tscv_10,588,False,n_features=15,8.787555628247564
Brent Oil,tscv_10,588,False,n_features=20,9.316397690038789
Brent Oil,tscv_10,588,False,n_features=25,9.342750608133333
Brent Oil,tscv_10,588,False,n_features=30,9.507083743428874
Brent Oil,tscv_10,588,False,n_features=40,10.624426026038133
Brent Oil,tscv_10,588,False,n_features=55,11.020716367192232
Brent Oil,tscv_11,592,True,Spread_Crack,16.94562111710757
Brent Oil,tscv_11,592,True,EX_USD_KRW,0.7763586712215339
Brent Oil,tscv_11,592,True,Ratio_Gold_Oil,0.5188592044661503
Brent Oil,tscv_11,592,True,Com_Gasoline,0.4924894887390956
Brent Oil,tscv_11,592,True,Com_Gasoline_ma12r,0.3287606561545904
Brent Oil,tscv_11,592,True,Com_Coal,0.21674010778948774
Brent Oil,tscv_11,592,True,Com_PalmOil,0.2125822109625154
Brent Oil,tscv_11,592,True,Bonds_US_3M_ret,0.20698683697624962
Brent Oil,tscv_11,592,True,Idx_SnPVIX,0.1867237019784527
Brent Oil,tscv_11,592,True,Spread_10Y_2Y,0.17314950997971656
Brent Oil,tscv_11,592,False,n_features=10,8.116543153066095
Brent Oil,tscv_11,592,False,n_features=15,8.825336132040864
Brent Oil,tscv_11,592,False,n_features=20,9.539992430313143
Brent Oil,tscv_11,592,False,n_features=25,9.610202384904925
Brent Oil,tscv_11,592,False,n_features=30,9.626509064172579
Brent Oil,tscv_11,592,False,n_features=40,9.855275599500246
Brent Oil,tscv_11,592,False,n_features=55,10.442061377618485
Brent Oil,tscv_12,596,True,Spread_Crack,16.844014208820692
Brent Oil,tscv_12,596,True,EX_USD_KRW,0.7594398455524353
Brent Oil,tscv_12,596,True,Com_Gasoline,0.5808673635980275
Brent Oil,tscv_12,596,True,Ratio_Gold_Oil,0.5507771487594082
Brent Oil,tscv_12,596,True,Com_Gasoline_ma12r,0.33350802624094794
Brent Oil,tscv_12,596,True,Com_PalmOil,0.20137497705102897
Brent Oil,tscv_12,596,True,Bonds_US_3M_ret,0.2009148173886786
Brent Oil,tscv_12,596,True,Com_Coal,0.1977177309658917
Brent Oil,tscv_12,596,True,Idx_SnPVIX,0.19203593471805683
Brent Oil,tscv_12,596,True,Idx_SnP500_ret,0.1649042227919018
Brent Oil,tscv_12,596,False,n_features=10,8.483361540889286
Brent Oil,tscv_12,596,False,n_features=15,9.557895725264178
Brent Oil,tscv_12,596,False,n_features=20,9.235820699988981
Brent Oil,tscv_12,596,False,n_features=25,9.317900694121821
Brent Oil,tscv_12,596,False,n_features=30,9.985722040549105
Brent Oil,tscv_12,596,False,n_features=40,9.81897409387466
Brent Oil,tscv_12,596,False,n_features=55,10.214907661268093
Brent Oil,tscv_13,600,True,Spread_Crack,16.676760020118444
Brent Oil,tscv_13,600,True,EX_USD_KRW,0.7260571543643016
Brent Oil,tscv_13,600,True,Com_Gasoline,0.5901883713707041
Brent Oil,tscv_13,600,True,Ratio_Gold_Oil,0.5244617311529428
Brent Oil,tscv_13,600,True,Com_Gasoline_ma12r,0.31956391213931645
Brent Oil,tscv_13,600,True,Idx_SnPVIX,0.2204305616442935
Brent Oil,tscv_13,600,True,Com_Coal,0.2199871253334187
Brent Oil,tscv_13,600,True,Com_PalmOil,0.19874429740354277
Brent Oil,tscv_13,600,True,Bonds_US_3M_ret,0.19222608951020972
Brent Oil,tscv_13,600,True,Bonds_US_10Y,0.1696414263605102
Brent Oil,tscv_13,600,True,Spread_10Y_2Y,0.1665596657691211
Brent Oil,tscv_13,600,True,Idx_DxyUSD,0.16329237469369584
Brent Oil,tscv_13,600,True,EX_USD_CNY,0.15609968900459842
Brent Oil,tscv_13,600,True,Com_NaturalGas,0.1466818447169292
Brent Oil,tscv_13,600,True,Idx_SnP500_ret,0.14576592361047847
Brent Oil,tscv_13,600,False,n_features=10,8.752449553651614
Brent Oil,tscv_13,600,False,n_features=15,8.6829591417368
Brent Oil,tscv_13,600,False,n_features=20,9.627216534939055
Brent Oil,tscv_13,600,False,n_features=25,9.60144955748364
Brent Oil,tscv_13,600,False,n_features=30,10.401077299766106
Brent Oil,tscv_13,600,False,n_features=40,10.231584692382572
Brent Oil,tscv_13,600,False,n_features=55,10.43090717184959
Brent Oil,tscv_14,604,True,Spread_Crack,16.735576790682334
Brent Oil,tscv_14,604,True,EX_USD_KRW,0.7632778895435437
Brent Oil,tscv_14,604,True,Ratio_Gold_Oil,0.5075754607217428
Brent Oil,tscv_14,604,True,Com_Gasoline,0.43337135490971335
Brent Oil,tscv_14,604,True,Com_Gasoline_ma12r,0.33395156499069467
Brent Oil,tscv_14,604,True,Com_Coal,0.23034570839365573
Brent Oil,tscv_14,604,True,Idx_SnPVIX,0.21139701004698933
Brent Oil,tscv_14,604,True,Bonds_US_3M_ret,0.20215323318907152
Brent Oil,tscv_14,604,True,Com_PalmOil,0.18321689404638944
Brent Oil,tscv_14,604,True,Bonds_US_10Y,0.1778136798681292
Brent Oil,tscv_14,604,False,n_features=10,8.274762176857283
Brent Oil,tscv_14,604,False,n_features=15,8.772390554066641
Brent Oil,tscv_14,604,False,n_features=20,9.631645018734778
Brent Oil,tscv_14,604,False,n_features=25,10.040556246115962
Brent Oil,tscv_14,604,False,n_features=30,9.687076213568975
Brent Oil,tscv_14,604,False,n_features=40,9.975858851140924
Brent Oil,tscv_14,604,False,n_features=55,10.305546269956546
Brent Oil,tscv_15,608,True,Spread_Crack,16.478617398526954
Brent Oil,tscv_15,608,True,EX_USD_KRW,0.7515837838229653
Brent Oil,tscv_15,608,True,Com_Gasoline,0.6901548225083395
Brent Oil,tscv_15,608,True,Ratio_Gold_Oil,0.47538423516543316
Brent Oil,tscv_15,608,True,Com_Gasoline_ma12r,0.3082496784902023
Brent Oil,tscv_15,608,True,Com_Coal,0.19970070280143706
Brent Oil,tscv_15,608,True,Com_PalmOil,0.19771601994229918
Brent Oil,tscv_15,608,True,Idx_SnPVIX,0.19645325108733055
Brent Oil,tscv_15,608,True,Bonds_US_3M_ret,0.1662454302101033
Brent Oil,tscv_15,608,True,Spread_10Y_2Y,0.16078778720887668
Brent Oil,tscv_15,608,False,n_features=10,8.157357308439982
Brent Oil,tscv_15,608,False,n_features=15,8.920767577657989
Brent Oil,tscv_15,608,False,n_features=20,9.14720643019773
Brent Oil,tscv_15,608,False,n_features=25,9.260973249700667
Brent Oil,tscv_15,608,False,n_features=30,9.338471568114029
Brent Oil,tscv_15,608,False,n_features=40,9.367811898715555
Brent Oil,tscv_15,608,False,n_features=55,9.764102825640151
Brent Oil,tscv_16,612,True,Spread_Crack,16.39759447571542
Brent Oil,tscv_16,612,True,EX_USD_KRW,0.7499314458618332
Brent Oil,tscv_16,612,True,Com_Gasoline,0.5825724226267602
Brent Oil,tscv_16,612,True,Ratio_Gold_Oil,0.4568703257705671
Brent Oil,tscv_16,612,True,Com_Gasoline_ma12r,0.29316115191917325
Brent Oil,tscv_16,612,True,Com_Coal,0.224044098074771
Brent Oil,tscv_16,612,True,Bonds_US_3M_ret,0.22321848145415166
Brent Oil,tscv_16,612,True,Idx_SnPVIX,0.21250455966505868
Brent Oil,tscv_16,612,True,Bonds_US_10Y,0.21068133460794203
Brent Oil,tscv_16,612,True,Com_PalmOil,0.1987247377339656
Brent Oil,tscv_16,612,False,n_features=10,8.033399045615473
Brent Oil,tscv_16,612,False,n_features=15,8.98198759064589
Brent Oil,tscv_16,612,False,n_features=20,9.092748623021045
Brent Oil,tscv_16,612,False,n_features=25,9.660781084271322
Brent Oil,tscv_16,612,False,n_features=30,9.409307500412945
Brent Oil,tscv_16,612,False,n_features=40,9.57335678122243
Brent Oil,tscv_16,612,False,n_features=55,9.756982733959848
Brent Oil,tscv_17,616,True,Spread_Crack,16.311724181729872
Brent Oil,tscv_17,616,True,EX_USD_KRW,0.7373522733599045
Brent Oil,tscv_17,616,True,Com_Gasoline,0.6301816545660808
Brent Oil,tscv_17,616,True,Ratio_Gold_Oil,0.5282535516830044
Brent Oil,tscv_17,616,True,Com_Gasoline_ma12r,0.30060110668772305
Brent Oil,tscv_17,616,True,Idx_SnPVIX,0.21277905553251167
Brent Oil,tscv_17,616,True,Bonds_US_10Y,0.21224498780265605
